day_of_life,g__Actinomyces_0,g__Bifidobacterium_1,g__Eggerthella_2,g__Bacteroides_3,g__Parabacteroides_4,f__Rikenellaceae_5,g__Staphylococcus_6,g__Enterococcus_7,g__Lactobacillus_8,g__Streptococcus_9,o__Clostridiales_10,o__Clostridiales_11,f__Clostridiaceae_12,f__Clostridiaceae_13,g__Clostridium_14,f__Lachnospiraceae_15,f__Lachnospiraceae_16,g__Blautia_17,g__Coprococcus_18,g__Dorea_19,g__Lachnospira_20,g__Roseburia_21,g__[Ruminococcus]_22,f__Peptostreptococcaceae_23,f__Ruminococcaceae_24,f__Ruminococcaceae_25,g__Faecalibacterium_26,g__Oscillospira_27,g__Ruminococcus_28,g__Veillonella_29,f__Erysipelotrichaceae_30,g__[Eubacterium]_31,f__Enterobacteriaceae_32,f__Enterobacteriaceae_33,g__Haemophilus_34,g__Pseudomonas_35,g__Akkermansia_36
62,19,13376,0,15491,1590,0,0,0,0,22,0,0,0,0,966,3,83,0,0,0,0,0,0,0,0,0,0,98,0,38,300,0,709,1094,4,0,0
62,0,6586,0,7,0,0,33,157,0,1679,0,0,0,0,7,0,0,0,0,0,0,0,5,125,0,0,0,0,0,0,3,0,2186,4939,259,0,3
62,0,2260,0,154,30,25,0,0,108,290,0,0,0,0,12306,0,16,0,0,0,0,73,5659,4,4,0,22,0,16,9,2,0,2424,18,0,0,3
62,0,4935,0,16,0,0,20,0,521,491,0,0,0,0,16747,0,0,0,0,8,0,0,5851,0,0,0,0,0,16,0,0,0,814,27,6,0,0
62,0,4,12,13,0,0,86,96,0,63,0,0,112,280,8416,0,1972,0,29,0,0,0,0,893,0,0,4,0,339,103,0,517,4299,811,15,0,0
63,26,7196,0,0,0,0,14,53,0,191,0,0,226,200,351,0,0,0,0,0,0,0,0,128,0,0,0,0,0,178,0,0,122,1529,1354,0,0
63,0,7482,0,10,0,0,0,58,0,56,276,0,100,0,1046,2669,265,0,0,0,0,0,945,144,975,102,6127,6975,0,44,0,0,1390,53,0,3,0
63,0,8211,0,6,0,0,0,17,303,476,0,0,125,188,1751,9,5748,265,0,0,6,0,2843,77,0,0,0,0,0,1454,475,0,35,1892,68,12,0
63,0,567,0,0,0,0,54,0,0,4738,3,0,0,0,9,0,206,0,0,0,0,12,24,0,0,0,0,0,0,36,0,0,0,22,0,5189,0
64,0,0,5,0,0,0,0,7,0,14,0,0,0,0,7800,72,1349,0,0,0,0,0,3404,306,0,151,0,0,0,36,0,149,367,6717,0,0,0
64,0,0,0,14,0,0,0,12,0,53,23,0,0,0,5119,153,994,0,0,0,0,0,5551,1358,0,228,0,0,0,35,0,213,323,4310,0,0,0
64,0,2292,0,6317,0,0,4,9,0,4,0,0,0,0,52,0,0,0,0,0,0,0,1864,0,0,0,0,0,0,0,0,0,896,1614,0,0,0
64,0,2117,0,1579,1956,0,0,7,48,4,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,0,0,0,0,24,4,0,0,6,181,12,0,0
64,0,17,0,0,0,4,29,121,0,23,0,0,0,5,1536,0,7,0,0,0,0,0,12,0,0,4,0,0,0,4,3,0,5305,32015,0,0,0
65,2,8,0,0,0,0,0,140,0,39,0,0,0,148,0,0,0,1200,0,0,0,0,9127,0,0,0,0,0,0,56,0,0,1989,4013,0,0,0
65,0,10478,0,9,0,0,0,20,0,260,47,0,765,112,11,0,65,0,0,0,0,0,2252,1059,0,0,0,61,0,1812,573,0,2285,0,0,0,0
65,9,9,0,0,0,0,0,79,0,140,0,0,1763,0,4473,0,0,0,0,0,0,0,6,263,0,0,0,0,0,3308,0,0,7395,3114,0,0,0
65,0,3834,5,6,0,0,5,350,47,424,37,0,477,77,19,0,64,0,0,0,0,0,1454,3631,0,0,0,133,0,2967,325,0,4985,0,3,6,0
66,12,7,0,7,2,0,177,0,308,2660,0,0,17103,1534,84,0,0,0,0,0,0,0,0,1353,0,0,0,0,0,54,5,0,15661,0,448,0,0
69,0,16,0,7177,0,0,30,311,0,13,0,0,0,0,1036,0,0,0,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,8416,161,0,0
69,12,11203,0,5,0,0,0,17,46,176,5,0,316,0,6501,3,32,7,35,0,0,0,1315,235,0,0,0,201,0,210,0,0,146,1680,18,0,0
71,266,14,0,0,0,551,6,185,21,156,0,0,6988,0,594,0,0,0,0,0,0,998,0,291,0,0,0,18,0,552,0,0,1662,1193,20,0,0
72,0,5090,0,5785,5,0,0,83,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,0,0,6,3205,0,0,0
75,0,6567,6,3539,2971,142,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,9,8,521,0,0,0
86,0,10166,12,5796,4900,271,0,0,161,7,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,949,0,0,0
89,0,4,0,0,0,0,0,15,0,176,0,0,0,2256,7201,0,0,0,0,0,0,0,6,0,0,0,0,0,0,405,0,2,10075,0,0,0,0
89,874,10,0,19,2,8774,0,37,0,15,11,0,4750,2111,3989,0,0,0,0,80,0,0,0,150,0,0,0,0,0,171,0,0,3805,0,93,0,0
90,8,6081,0,1199,0,13,21,64,543,541,0,0,2,0,0,0,11,128,16,216,0,28,406,0,0,1083,0,13,0,114,0,11,971,0,95,0,0
90,0,2428,0,8125,0,0,0,0,3,57,0,0,0,0,3730,0,988,0,0,0,0,0,10,0,0,0,0,0,0,1707,3,0,759,1945,0,0,0
90,6,1718,3,25627,4,0,0,146,0,51,71,0,1995,392,29,0,0,0,0,36,0,0,9374,0,8,0,0,0,0,480,0,0,551,3240,0,0,0
91,0,1400,0,11142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,6,0,0,0,0,7,0,47,0,0,2622,0,0,0
91,3,3580,5,7206,3534,43,0,82,0,61,0,0,0,0,292,0,536,187,0,0,0,0,330,37,0,151,0,0,0,609,650,0,333,605,252,0,1509
91,0,0,0,11,0,0,0,0,2,1828,0,0,0,0,9758,0,7,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,7543,594,0,0
91,160,11650,3,8,0,0,120,0,489,313,0,0,0,0,455,0,0,0,0,0,0,0,0,296,0,0,28,0,0,1751,0,0,2238,0,457,0,0
91,8,3142,0,548,5850,0,0,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,775,0,3238,0,0,0,0
91,8,7895,4,0,0,0,0,12,2,103,0,0,273,29,3435,0,0,51,69,0,0,0,2146,155,0,0,0,466,0,111,5,0,140,1141,25,0,0
91,0,0,0,7199,1998,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3561,3172,304,0,0
91,0,4837,0,22,0,0,12,10,234,1322,48,0,0,0,5463,0,0,5,0,0,0,0,2163,0,0,0,2,0,44,1447,155,0,611,8704,0,0,0
91,0,3245,0,7,0,0,24,0,390,1095,29,0,0,0,5246,14,0,0,0,0,0,0,4069,0,0,0,0,0,16,529,201,0,481,10467,4,0,0
91,4,24,4,8,0,0,0,11,0,18,0,0,0,0,6096,60,1661,0,0,0,0,0,2948,12,0,6,0,0,0,25,0,352,677,4649,5,0,0
91,3,11,3,39,0,0,0,18,0,30,0,0,0,0,5282,12,841,0,0,0,0,0,4738,0,0,5,0,0,0,16,0,380,426,2781,5,0,0
92,0,3429,5,1140,1767,0,0,0,16,0,0,0,0,0,26,0,85,0,0,0,0,5,0,0,0,0,18,39,5,0,68,0,0,143,0,0,0
92,27,5664,0,0,0,0,117,0,0,3181,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,580,2683,1696,0,0
92,2,0,0,9,0,0,0,0,0,4600,0,0,0,0,9117,0,0,0,0,0,0,0,0,376,0,0,0,0,0,4,0,0,0,6710,361,0,0
92,0,0,9,0,0,0,0,15,0,55,48,0,278,299,42,0,1402,550,0,0,144,4954,4411,364,0,0,0,0,0,310,0,89,72,2193,0,0,0
92,3049,1660,0,6,0,0,0,75,0,2092,0,0,1216,3100,356,0,0,0,0,0,0,0,0,510,0,0,0,0,0,4060,0,0,761,4102,49,0,0
92,1325,214,0,8,0,894,39,74,0,93,0,0,4145,0,2283,0,0,0,0,0,0,1433,0,486,0,0,0,30,0,364,0,0,632,2121,77,0,0
93,3,3663,9,10,0,0,0,110,0,44,848,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,2995,0,1654,4937,2,0,0
93,0,6579,18,0,0,0,16,36,0,390,44,0,2610,0,0,0,40,0,0,0,0,0,2456,623,0,0,0,31,0,908,1168,0,3187,0,0,0,0
93,0,6320,36,3461,0,0,0,9,0,0,182,0,59,19,7,0,208,0,0,1437,0,0,810,255,0,0,0,294,73,537,0,0,48,1538,7,0,0
93,0,3589,10,16317,0,0,0,36,0,65,19,0,0,0,72,0,27,0,0,8,0,0,141,0,0,0,7,0,0,2973,4,0,1370,1983,24,0,3359
93,0,7459,0,13,0,0,0,108,0,88,59,0,1649,0,3886,276,81,0,0,0,0,0,2800,0,608,34,2798,4651,0,1967,0,0,801,1192,105,0,0
94,16,870,12,0,0,0,0,0,0,21,0,0,176,0,5255,0,1025,1161,35,0,0,3773,0,248,0,0,5780,340,0,629,3098,788,241,0,88,0,0
94,19,11,0,0,0,0,23,0,262,446,0,0,6327,0,1766,0,0,0,0,0,0,0,9,0,0,0,0,0,0,449,3,0,13486,0,188,0,0
94,0,15,0,9782,4,0,0,0,0,24,0,0,15818,0,8816,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,3,0,0,9813,99,0,0
94,0,13789,0,0,0,0,41,210,238,65,0,0,647,0,394,0,289,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,534,4437,17,0,0
95,14,1899,2,12,0,0,0,8,0,98,0,0,255,264,9383,0,2782,1439,38,0,0,0,0,291,0,0,4,0,984,223,0,330,2579,1862,5,0,0
95,5,2261,6,13,0,0,9,30,0,65,2,0,182,357,8258,0,1757,3614,83,0,0,0,0,720,0,0,0,0,463,195,0,745,3306,2825,11,0,0
95,4,8325,11,12062,393,0,0,367,43,944,0,0,35,0,5,0,0,2,0,0,0,0,8,206,0,0,0,0,0,2131,4,0,105,8047,0,0,0
96,0,4167,5,11730,2122,0,0,0,93,18,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,0,0,16,80,0,0,24,610,12,0,1192
96,0,2794,4,13024,0,0,4,0,0,10,9,0,24,26,0,29,217,0,0,81,0,0,1674,292,0,0,0,0,458,51,292,18,90,788,5,0,0
96,0,4192,0,3413,0,0,0,0,0,12,17,0,34,7,6,10,601,0,0,28,0,0,2099,69,0,0,0,0,178,46,500,0,34,312,2,0,0
96,0,19603,0,6,0,0,0,95,0,60,2,0,7,5,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5577,12,0,150,0
98,6,5895,8,9414,475,0,0,9,0,36,51,39,0,8,0,29,341,260,0,152,0,0,1311,1209,0,550,0,0,0,252,0,56,93,285,156,0,259
98,0,5433,3,9760,1087,0,0,0,0,29,40,18,0,0,0,0,496,66,0,20,0,0,742,82,0,492,0,0,0,597,0,31,138,347,164,10,72
99,322,1712,0,9,0,1873,7,35,0,32,0,0,10334,0,5485,0,0,0,0,0,0,761,8,711,0,0,0,88,0,344,0,0,1233,4898,135,0,0
118,0,4651,14,0,0,0,0,5,169,36,0,0,1774,0,184,0,80,0,53,0,8,0,2293,493,0,0,0,248,0,1837,1290,0,6324,633,927,11,0
119,21,5,0,0,0,1013,0,44,0,19,12,0,1963,478,9411,0,0,0,0,159,0,0,0,56,0,0,0,0,11,602,4,0,3881,0,131,0,0
119,0,1049,8,13279,4,4,0,300,0,32,158,5,1210,105,88,0,32,10,0,180,0,0,5461,0,62,177,0,107,6,518,25,0,1691,2506,9,0,0
119,0,17102,0,13244,5320,16,0,22,261,0,0,0,18,0,0,0,1838,0,0,0,0,0,16,0,0,0,8,5,27,0,5,0,27,3804,4,0,0
119,0,6456,10,8,0,0,237,38,9523,1021,0,0,0,166,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2947,4,0,28,486,751,0,0
120,0,1722,0,9342,0,0,0,0,0,27,0,0,0,0,471,0,0,0,0,0,0,0,2826,62,0,0,0,0,11,63,22,0,52,1763,9,0,0
120,0,1345,0,10252,0,2,5,10,0,26,0,0,0,0,360,0,0,0,0,0,0,0,1379,35,0,0,3,0,20,67,13,0,42,2276,19,0,0
120,7,16,0,4,0,0,0,0,0,0,0,0,2142,3718,1674,0,0,274,0,0,0,742,1315,0,2,0,0,374,0,86,0,0,3208,3960,0,0,0
120,4,2887,0,0,0,0,0,16,0,41,75,0,0,0,406,27,205,0,0,0,0,0,3344,152,0,235,0,17,0,46,0,180,390,926,3,0,0
121,0,5779,0,18,0,0,0,9,0,8,0,0,0,2705,1049,0,0,0,0,0,0,19,20,406,6,0,0,3,0,5,3,0,702,6106,17,5,0
122,0,6101,0,0,0,12,0,0,0,81,0,0,0,0,42,0,0,699,0,348,0,0,0,0,0,0,0,0,0,539,4975,0,19,1584,79,0,0
122,3,2310,0,2691,3279,171,0,7,0,7,27,0,16,0,64,0,89,204,0,0,0,0,1330,30,0,43,0,37,72,970,304,0,12,563,8,0,2353
122,2,30,0,447,0,0,10,0,4,8,0,0,3862,5,2728,0,0,8,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,4134,369,0,8
122,0,6,0,4077,605,0,229,0,0,305,0,0,0,0,6,0,0,0,0,0,0,0,0,700,0,0,0,0,31,0,0,0,3934,3538,167,0,0
122,0,0,0,1325,416,0,15,0,24,71,0,0,0,0,1425,0,0,0,0,0,0,0,0,0,0,0,3,0,0,39,0,0,4709,416,728,39,0
122,6,215,10,6364,2,0,0,0,0,24,3,0,238,0,330,0,0,0,0,146,0,0,1614,62,0,0,0,0,22,266,123,0,62,677,0,0,0
122,9,7177,31,0,0,0,0,56,0,88,148,0,856,0,0,0,174,0,0,0,0,0,2558,1136,0,0,0,121,0,429,2058,0,2404,0,0,8,0
123,0,4214,2,5176,127,23,0,6,0,23,20,0,53,0,0,5,171,161,0,191,0,0,1519,141,0,84,0,637,0,504,0,32,9,344,111,0,174
123,31,9736,0,4,0,0,0,104,0,89,0,0,0,0,8,0,0,0,0,0,0,0,0,868,0,0,0,0,0,161,0,0,337,3286,6,0,0
123,5,5656,9,7146,205,21,3,30,0,28,0,0,32,0,0,7,99,372,0,50,0,0,965,132,0,20,0,200,0,140,0,26,17,211,240,0,544
123,136,6171,0,0,0,0,0,0,0,580,0,0,0,0,8,493,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4427,25,0,0
123,14,476,0,0,0,0,0,0,0,214,0,0,0,16,3544,0,1464,101,22,0,0,0,6328,739,0,0,0,683,0,480,1101,14,6221,1005,0,98,0
123,5,4064,0,2,0,0,0,28,0,340,0,0,6,0,891,0,1257,0,0,0,0,0,927,0,0,0,0,0,0,874,156,0,13,10597,2395,0,0
123,0,3207,3,9823,0,0,0,25,97,12,0,0,0,88,270,0,580,192,0,0,0,0,597,0,0,0,0,66,0,556,3,0,145,1906,0,0,0
123,0,5236,0,151,4146,0,0,72,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,863,0,3231,0,0,0,0
123,0,0,0,0,0,0,0,109,0,191,28,0,404,298,0,0,5173,864,0,0,174,4238,3098,181,0,0,0,0,0,391,0,82,1059,1617,0,21,0
124,17,5866,0,0,0,0,36,0,110,115,0,0,0,0,52,0,0,0,0,0,0,0,9,7,0,0,0,0,0,244,4,0,214,0,80,0,0
124,24,873,0,10803,0,0,0,6,0,50,9,0,74,10,136,37,0,76,0,0,0,0,0,99,0,0,0,52,0,472,0,0,418,0,0,0,0
124,75,10,0,6,3,0,0,78,137,2297,0,0,1174,0,296,0,0,0,0,0,0,0,2176,0,0,0,0,0,0,3965,0,0,9311,12,0,0,0
124,6,3010,0,7165,0,0,0,79,0,14,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,458,0,0,116,252,0,6,0
124,3,59,0,0,0,0,0,4,0,17,208,0,17,0,384,25,1927,177,4,47,0,0,616,46,0,42,0,245,28,63,696,0,4806,784,8,0,7051
124,0,2194,0,13854,4,0,0,4,0,22,12,0,661,38,230,45,0,55,0,0,0,7,0,96,0,0,5,103,0,2469,0,0,528,0,0,0,0
125,0,3501,7,690,0,0,0,26,3,13,26,0,0,0,0,4,52,133,66,62,0,54,663,122,0,747,0,46,15,125,220,41,39,0,10,0,0
125,7,5136,0,0,0,0,17,0,270,473,0,0,0,0,3175,7,0,0,0,0,0,0,4205,0,0,0,0,0,25,1345,148,0,335,7287,6,0,0
125,0,6263,0,11,0,0,0,0,59,291,0,0,0,0,4305,0,50,4,0,0,0,0,4115,9,0,8,0,0,28,404,134,4,145,4298,0,0,0
126,0,5808,64,7,0,0,0,0,205,215,0,0,88,70,1364,56,1140,421,43,47,701,0,244,82,0,0,13737,68,35,720,250,31,22,228,707,0,0
126,0,6642,0,6423,0,0,0,7,7,6,27,0,11,0,0,30,5,95,21,190,0,0,1295,40,0,0,0,308,113,460,528,7,82,593,0,0,0
126,4,6294,0,9,0,3,0,171,13,0,0,0,3895,172,658,0,1400,0,4,0,0,4,0,395,0,0,0,0,0,729,0,0,1129,2054,56,0,0
126,0,4933,0,30,0,0,0,146,33,0,0,0,477,118,157,0,184,0,0,0,0,0,0,80,0,0,0,0,0,101,0,0,4100,10855,0,11,0
126,5,4,15,0,0,0,0,266,0,15,405,0,1018,1107,4855,0,1942,0,0,617,0,0,0,7,0,15,0,0,0,752,0,0,5181,1712,380,0,0
126,0,16697,0,7785,6535,0,3,154,352,0,0,0,4,0,0,0,0,0,0,0,0,0,8396,0,0,0,2,0,57,119,0,0,713,150,2,0,1204
126,0,4413,14,8037,2728,0,5,224,217,0,0,0,0,0,0,0,0,0,0,0,0,0,2928,0,0,0,0,0,19,60,0,0,153,45,0,0,2012
126,0,1986,0,15000,0,0,0,19,0,9,8,13,0,9,6,44,0,80,26,84,0,0,1186,73,0,0,0,50,82,116,74,0,38,365,0,0,0
127,11,0,0,0,0,0,0,0,0,3476,0,0,0,0,11496,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,166,6312,359,25,0
127,0,10335,0,3,0,0,31,0,110,687,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,5054,0,257,0,0
127,0,15644,0,4329,835,0,0,0,45,0,46,0,151,0,31,0,110,0,0,0,0,0,180,0,0,42,0,76,25,0,135,0,15,303,0,0,0
129,15,10425,12,5117,2673,523,0,37,11,8,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,13,76,831,2,0,0
146,143,4515,0,3,0,16,31,23,0,1258,0,0,0,0,0,0,5,0,0,3,0,0,0,1481,0,0,24,0,0,3686,0,0,95,2559,2,0,2
147,17,13085,0,5,0,0,0,95,0,0,400,0,246,284,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,662,5,0,332,1410,24,0,0
150,0,0,0,0,0,0,5,0,0,278,0,0,0,1400,2675,0,0,4,0,0,0,0,0,0,0,0,0,0,0,981,2847,0,4235,5,0,4,0
150,12,12760,12,11771,305,0,0,36,0,72,30,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2229,4,24,90,939,285,0,0
151,0,10,0,17,0,0,0,0,0,7,467,25,298,0,166,36,5728,822,8,471,0,0,2762,780,15,147,0,403,270,103,3420,0,1753,1204,73,0,7750
151,0,0,0,12,0,0,0,0,0,7,509,17,46,0,10,38,4095,893,24,775,0,0,1379,1800,0,216,0,225,235,82,931,0,1997,1029,25,0,8133
152,0,3714,0,747,6019,0,0,9,75,0,0,0,0,0,845,0,0,0,0,0,0,0,1376,0,0,0,0,0,16,81,444,0,1557,0,0,0,0
152,475,302,0,0,0,5785,0,108,0,0,0,0,1463,52,2541,0,47,71,7,198,0,0,0,266,0,0,0,506,7,212,0,233,2125,0,33,0,0
152,0,4295,0,3505,2,0,69,276,4,661,70,0,5,0,44,36,0,0,0,0,0,0,191,0,0,0,0,0,0,39,0,0,15462,2419,0,29,0
152,16,4916,0,4601,0,0,16,37,0,227,0,0,0,0,771,0,0,0,0,0,0,0,72,0,0,0,0,0,0,2187,0,0,545,559,0,0,0
153,26,6185,38,0,0,0,57,546,0,310,334,0,151,0,0,0,371,11,0,0,0,0,3150,1188,0,0,4,18,0,2250,1793,0,3797,90,45,285,0
153,0,1823,0,4873,211,157,0,0,0,16,5,0,6,0,0,0,297,299,0,355,0,0,939,137,0,75,0,977,0,451,0,73,0,55,33,0,681
153,2,3451,0,0,0,0,0,0,0,92,0,0,0,0,634,3,42,0,0,0,0,0,0,0,0,0,0,0,0,167,5,0,383,2007,1151,0,0
153,19,3217,0,15808,1168,0,15,0,0,201,0,0,11,0,1145,0,41,0,0,0,0,0,0,0,0,0,0,245,0,99,610,0,3376,3246,3685,0,0
153,0,0,0,8101,2033,0,10,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1469,3956,448,0,0
153,24,19254,0,12,0,0,15,44,0,557,0,0,0,0,571,742,0,0,0,0,0,0,15,167,0,0,0,0,0,718,0,0,5645,11,514,10,0
153,0,8,0,3810,0,0,0,66,86,261,0,0,656,314,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6526,2023,0,0,0
153,12,450,0,0,0,0,0,0,0,98,0,0,0,0,3333,18,508,0,12,0,0,0,12498,321,0,0,3,91,0,2652,2677,77,830,354,61,14,0
153,3,4760,6,8790,525,285,0,2,0,64,37,0,0,0,4,0,608,522,0,216,0,0,652,203,0,161,0,1420,0,2006,0,27,13,286,16,0,1080
153,0,0,0,4369,1042,0,13,0,0,49,0,0,0,0,1273,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4618,1328,1638,0,0
154,6,5,2,0,0,0,0,0,0,849,0,0,0,0,6,0,7,0,0,0,0,0,0,972,0,0,0,0,0,2981,0,0,0,0,0,0,0
154,7,8205,8,22004,6,0,0,18,0,0,0,0,0,37,165,0,194,78,0,0,4,0,2433,367,0,0,3,281,21,1146,721,0,1013,3171,0,0,0
154,0,4099,0,2039,1994,209,0,0,0,8,17,0,0,54,0,0,513,180,0,266,0,0,2189,22,0,36,0,101,43,90,292,0,344,0,21,0,148
154,0,10,0,16767,0,0,0,17,0,297,0,0,0,0,7222,0,0,493,0,0,0,0,7,2,0,0,0,0,0,3,0,0,9,6738,132,0,0
154,0,9307,0,0,0,0,14,141,4,122,0,0,30,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1918,0,0,44,0,481,0,0
154,0,0,0,13,0,0,0,0,0,434,0,0,0,980,0,0,0,0,0,2,0,0,0,9,0,0,4,0,0,0,0,0,840,4345,219,0,0
154,0,3230,0,3207,5146,373,0,0,0,10,24,0,0,256,0,58,1102,256,0,150,0,0,1060,542,0,68,0,146,23,118,111,6,864,10,48,0,630
154,6,636,0,12298,0,0,0,0,0,38,0,0,21,6,249,74,0,85,0,0,0,0,0,47,2,0,0,102,0,219,9,0,53,97,0,0,0
154,2935,958,0,14,0,2871,0,228,0,50,0,0,2685,0,8394,136,0,0,0,0,0,2193,6,544,0,0,14,90,0,1016,0,0,2698,3385,458,0,0
154,0,4728,0,3773,0,0,0,0,0,4,0,7,0,0,122,24,453,41,2,141,0,0,516,26,0,0,0,190,229,423,258,0,8,100,0,0,11
154,2,2794,0,12911,0,0,0,0,0,5,0,0,42,16,295,31,0,25,0,0,0,0,8,21,0,0,0,85,0,1659,25,0,60,75,0,0,0
155,5,9182,41,18,0,0,0,0,0,51,150,0,46,241,9959,191,0,0,0,1621,0,0,4352,526,168,57,4585,699,67,1335,7,0,275,790,565,0,3
155,15,3495,7,0,0,0,0,7,0,38,0,0,122,0,1908,0,0,256,266,365,0,0,5438,974,0,0,0,1556,3,2893,3444,141,652,3706,74,0,0
155,0,9578,0,0,0,0,0,3,0,13,57,0,0,0,1706,98,421,0,0,0,0,0,4629,82,0,67,0,0,0,681,0,51,796,2216,0,17,0
155,0,8046,0,1880,1636,0,0,0,34,2,0,0,93,0,25,0,96,0,0,0,0,0,81,30,0,223,0,45,13,0,107,0,0,138,0,0,0
155,5,18687,0,7,4,0,17,0,0,87,0,0,6,86,4638,258,0,0,3,0,0,0,7,918,0,0,0,0,0,148,0,0,4028,9,92,0,0
155,0,9327,49,8560,0,1069,0,412,0,24,116,0,0,123,0,0,350,344,203,418,1403,62,1515,105,0,4255,0,557,25,164,231,12,58,882,3,0,0
156,3,4041,10,7,0,0,0,471,62,0,0,0,3493,23,2721,0,371,0,0,0,0,0,12,691,0,0,4,0,322,704,0,0,1540,2398,97,0,0
156,0,1180,0,4,0,0,0,48,0,0,394,0,395,269,35,10,0,391,0,0,0,82,3734,222,33,0,0,264,10,46,3451,0,212,1295,30,0,0
156,30,4,3,8,0,0,0,256,0,154,15,0,236,728,4,0,4940,276,0,0,409,11897,2054,574,0,0,6,0,0,236,0,123,241,1095,284,3,0
156,0,6522,16,7,0,0,0,208,8,13,0,0,5645,69,1961,0,206,0,0,0,0,0,0,488,0,0,0,0,869,478,0,0,1795,2106,43,0,0
157,38,4782,0,7,0,0,0,0,201,293,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,472,0,0,4543,90,0,0,0
157,5,14369,0,9772,760,0,0,525,552,28,0,0,0,0,0,0,0,0,0,0,0,0,5117,0,0,0,0,0,38,0,0,0,276,187,0,0,1019
157,0,4095,0,7194,931,0,0,594,308,0,0,0,0,0,0,0,0,0,0,0,0,0,2318,0,0,0,0,0,11,29,0,0,349,434,0,0,873
158,17,8,0,8,0,0,0,111,9,11,4,4,5410,0,126,0,0,0,0,0,0,0,5363,0,0,0,0,0,192,1300,5,0,4129,2426,0,0,0
158,0,3,0,0,0,0,0,7,0,136,0,0,0,1871,824,0,0,0,0,0,4,0,4,0,0,0,0,0,0,363,5609,0,3535,14,0,0,0
159,0,3219,0,6,0,0,0,0,0,76,0,0,80,244,5785,0,3174,0,35,0,0,0,0,5,0,0,0,0,0,1274,466,0,201,1222,162,0,0
161,20,439,12,0,0,0,3,0,0,27,282,0,259,51,1368,0,1797,1866,307,1709,49,4214,0,319,0,0,4796,1290,0,260,1253,1334,195,0,38,0,0
162,3,0,0,8,0,0,0,52,0,0,0,0,0,0,0,0,160,3,0,0,0,0,7088,0,0,0,3,0,0,278,0,0,5967,3427,61,0,0
162,7,0,3,0,0,0,0,8,0,8,0,0,0,0,0,0,828,0,0,0,0,0,15155,0,0,0,0,0,0,1385,0,0,5645,6189,37,2,0
166,8,25,16,12718,3,0,0,860,0,113,0,0,3357,467,14,0,750,135,0,1215,80,0,11297,927,16,103,0,468,3,1164,190,39,2126,5671,431,5,0
179,0,1956,0,1914,33,22,0,0,18,0,0,0,0,0,64,0,0,0,0,0,0,0,102,0,0,0,0,0,0,7,10,0,16,475,0,8,8
180,24,1281,5,10224,0,0,0,45,0,103,0,0,0,0,467,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1602,3,0,188,930,0,0,0
180,0,5001,0,10542,1371,0,0,40,244,0,0,0,0,0,3,147,762,0,0,0,0,0,0,8,0,0,0,0,22,870,0,0,38,412,20,0,0
180,10,10037,0,0,5,0,0,0,0,138,0,0,0,48,612,0,455,0,0,0,0,0,3,0,0,0,0,0,0,412,62,0,4760,629,1057,0,0
181,13,15,5,5,2,0,11,0,0,34,0,0,268,93,1381,0,0,284,242,428,0,0,7695,2407,0,0,4,289,10,27,4785,256,1481,3816,70,0,0
